3.004434	-1.031109	0.620582	-1.456326	0.095953	2.188357	0.326776	-1.652214	-1.669846	-0.142426
3.746382	-0.937141	0.899352	-2.044904	-0.966428	-1.335896	1.538686	2.091672	1.160535	0.125556
-1.822531	0.337372	-2.254568	0.292184	-0.213986	-1.326867	-0.427604	-0.986551	0.043989	-1.053562
-1.960639	0.742957	1.054146	0.008433	-0.036563	1.260177	0.358757	0.975384	-1.022374	0.979369
0.737879	2.449694	-0.354695	3.174135	-0.895879	-1.276809	0.553204	1.290869	-0.071177	-0.339001
0.777630	-1.842752	-0.771009	0.596826	1.212173	-2.296920	1.078802	-1.060554	2.418371	-1.454848
-0.541541	0.608295	-0.945584	0.094893	-1.901334	-0.310238	0.529063	-1.616846	0.811964	0.774337
2.967089	2.122892	1.502502	-0.430417	1.012872	-2.676822	-0.310642	-0.041788	-3.955684	-1.531363
-1.487388	1.058127	0.782700	0.741204	1.659798	0.075717	-1.149024	1.938628	0.636228	-0.440177
1.940083	1.981878	-0.519449	-1.076541	1.351111	0.543957	0.445949	1.241270	1.227931	0.084154
-0.916343	-0.257575	-0.524059	0.270283	-1.706846	-0.186177	-1.457036	1.186150	-1.072315	0.317229
1.886925	-2.727781	-0.061885	-0.504445	0.893695	-1.905442	-1.165537	-0.019525	-1.913741	1.312250
-1.215234	-0.386310	1.275541	0.043598	-0.515517	1.201856	0.187970	0.750686	-0.303189	1.797500
-0.743237	0.935458	0.729360	0.606033	1.398587	-0.077897	-0.789983	-0.182265	-0.073386	-1.670750
-0.814558	0.772867	0.704807	0.881868	0.171796	0.134800	-0.699175	-1.573558	-2.229925	-0.345246
-0.174787	-1.730081	-0.324911	-0.589537	1.762184	-0.422032	-0.942509	-0.405216	-1.488412	-1.143033
-0.722629	-2.928539	-0.049628	-1.397072	1.133175	0.396929	1.073524	0.308395	0.859370	1.290919
-1.140113	0.633918	0.321249	-0.347988	1.278010	0.211852	1.512073	0.306602	1.236435	-1.335977
-0.601348	1.489827	1.446135	0.128440	-0.126328	0.093014	-0.192039	-1.480561	-0.339625	-1.123443
-0.415681	0.194012	0.442236	-1.163130	-0.793589	0.246355	-1.187235	-1.238776	-0.113106	-0.197119
2.626288	0.186135	-1.651374	-1.251737	0.958899	-1.470204	-0.856142	-0.469985	0.624069	-1.903762
-1.134357	-2.195757	1.209545	-0.149046	-0.331727	1.489238	-0.052765	1.585272	0.463111	0.610638
1.506418	-0.273285	2.423418	-1.178480	-0.578808	2.025835	-0.131212	-1.216466	-0.183271	0.189968
0.595175	-0.546214	2.217052	-0.720195	-0.489439	0.989046	-0.689328	-1.286633	-0.418065	0.058769
4.540810	-1.240421	-0.716938	-0.714911	1.741343	-0.498541	0.541792	1.640555	0.656105	0.046540
-1.326368	-3.400295	0.779932	0.924310	1.588553	-0.128680	-1.470572	1.500613	2.087268	1.519229
0.582280	-0.206594	-2.810317	0.445317	-0.310848	0.449786	-0.302680	0.447748	-0.726127	-1.494463
-0.374064	0.919801	-1.699478	0.803900	-0.859441	2.376219	1.089930	0.333910	-0.008031	2.018256
0.055112	-0.147998	0.301059	3.190550	2.358392	-2.172926	3.692334	-0.687281	-0.096324	2.049641
2.588243	-1.324965	1.170422	0.447605	1.258851	-1.333883	-1.023580	-0.104775	1.761445	1.930258
-0.058949	-1.136822	-0.541765	0.717656	-1.274551	-0.426783	2.438891	-1.547887	0.167116	-0.915351
-0.892570	-1.062168	1.085395	1.514822	0.691644	-0.392161	-0.984078	0.583269	1.498829	1.366931
